	CKG1	CKG2	CKG3
otu3764	29	11	19
otu3765	24	94	23
otu3766	39	70	32
otu3767	33	59	17
otu3768	34	48	29
otu3769	41	83	23
otu3770	30	41	34
otu3771	39	78	18
otu3772	39	68	24
otu3773	39	31	11
otu3774	15	8	15
otu3775	41	61	23
otu3776	0	3	112
otu3777	31	7	9
otu3778	18	8	14
otu3779	22	33	14
otu3780	71	36	12
otu3781	28	50	31
otu3782	30	38	39
otu3783	29	83	8
otu3784	43	34	35
otu3785	41	45	34
otu3786	20	96	16
otu3787	37	70	22
otu3788	33	53	25
otu3789	21	0	17
otu3790	21	7	17
otu3791	53	47	0
otu3792	31	50	22
otu3793	0	8	3
otu3794	9	33	25
otu3795	16	32	33
otu3796	51	25	39
otu3797	24	60	27
otu3798	14	4	60
otu3799	30	35	28
otu3800	35	49	20
otu3801	53	38	25
otu3802	17	4	11
otu3803	8	23	16
otu3804	54	35	44
otu3805	42	39	14
otu3806	54	36	21
otu3807	41	49	34
otu3808	26	28	19
otu3809	30	43	19
otu3810	40	36	43
otu3811	37	39	26
otu3812	14	6	7
otu3813	17	7	16
otu3814	23	11	16
otu3815	31	51	22
otu3816	36	43	22
otu3817	54	46	9
otu3818	64	4	29
otu3819	31	0	40
otu3820	48	77	27
otu3821	40	66	16
otu3822	69	0	0
otu3823	30	47	70
otu3824	3	12	32
otu3825	27	80	25
otu3826	56	13	37
otu3827	8	13	88
otu3828	56	11	7
otu3829	17	6	17
otu3830	28	9	7
otu3831	15	7	13
otu3832	65	0	85
otu3833	42	20	29
otu3834	74	0	0
otu3835	16	80	29
otu3836	38	55	17
otu3837	45	32	20
otu3838	38	45	9
otu3839	31	77	22
otu3840	44	71	20
otu3841	32	56	22
otu3842	0	167	3
otu3843	16	6	6
otu3844	38	71	22
otu3845	34	17	30
otu3846	46	59	33
otu3847	38	47	25
otu3848	82	0	8
otu3849	25	26	23
otu3850	40	5	11
otu3851	65	13	8
otu3852	25	13	8
otu3853	15	28	20
otu3854	2	12	0
otu3855	20	7	14
otu3856	21	5	25
otu3857	31	83	17
otu3858	14	9	14
otu3859	17	19	14
otu3860	6	14	18
otu3861	72	35	2
otu3862	8	0	20
otu3863	82	3	19
otu3864	42	16	5
otu3865	41	26	32
otu3866	32	33	16
otu3867	23	15	12
otu3868	29	75	29
otu3869	61	0	0
otu3870	34	0	86
otu3871	9	74	5
otu3872	0	0	0
otu3873	15	9	40
otu3874	7	27	38
otu3875	22	3	17
otu3876	34	12	14
otu3877	17	5	24
otu3878	59	44	32
otu3879	10	5	98
otu3880	51	13	46
otu3881	35	83	23
otu3882	20	13	34
otu3883	14	65	29
otu3884	35	6	7
otu3885	18	9	8
otu3886	30	10	22
otu3887	36	77	24
otu3888	28	9	12
otu3889	34	51	15
otu3890	30	6	9
otu3891	17	5	14
otu3892	17	5	16
otu3893	46	22	7
otu3894	12	14	18
otu3895	33	68	25
otu3896	7	29	26
otu3897	35	52	11
otu3898	49	39	17
otu3899	42	17	50
otu3900	71	7	5
otu3901	39	32	26
otu3902	38	48	8
otu3903	30	77	23
otu3904	37	79	22
otu3905	58	5	70
otu3906	39	60	32
otu3907	18	39	3
otu3908	26	38	38
otu3909	26	4	13
otu3910	75	0	0
otu3911	37	75	22
otu3912	37	77	21
otu3913	60	0	18
otu3914	14	5	14
otu3915	4	32	0
otu3916	5	18	33
otu3917	16	3	12
otu3918	23	4	12
otu3919	13	11	12
otu3920	35	87	19
otu3921	17	92	37
otu3922	84	47	8
otu3923	29	46	27
otu3924	18	6	17
otu3925	37	59	12
otu3926	28	79	23
otu3927	13	6	9
otu3928	19	0	14
otu3929	36	15	14
otu3930	69	25	5
otu3931	26	40	20
otu3932	30	55	23
otu3933	28	61	18
otu3934	6	38	0
otu3935	35	70	28
otu3936	35	17	14
otu3937	14	10	13
otu3938	18	8	14
otu3939	14	12	22
otu3940	14	7	7
otu3941	29	9	8
otu3942	37	73	23
otu3943	53	17	15
otu3944	41	53	22
otu3945	18	66	30
otu3946	63	27	26
otu3947	35	13	34
otu3948	38	73	19
otu3949	12	2	3
otu3950	32	38	21
otu3951	49	35	24
otu3952	33	24	33
otu3953	45	11	27
otu3954	47	22	26
otu3955	13	17	13
otu3956	28	5	3
otu3957	15	5	18
otu3958	7	8	13
otu3959	57	15	25
otu3960	56	20	23
otu3961	37	23	38
otu3962	22	24	24
otu3963	55	33	17
otu3964	23	58	25
otu3965	15	52	7
otu3966	23	30	20
otu3967	32	33	24
otu3968	36	61	20
otu3969	34	74	24
otu3970	44	65	23
otu3971	78	4	0
otu3972	65	5	19
otu3973	12	111	15
otu3974	23	21	21
otu3975	14	5	13
otu3976	41	0	26
otu3977	29	80	20
otu3978	34	12	29
otu3979	20	17	18
otu3980	35	38	16
otu3981	45	44	8
otu3982	34	33	44
otu3983	18	11	13
otu3984	29	51	20
otu3985	2	8	19
otu3986	36	75	18
otu3987	43	13	25
otu3988	32	45	21
otu3989	29	56	22
otu3990	21	3	22
otu3991	20	0	16
otu3992	73	0	0
otu3993	17	6	11
otu3994	80	0	0
otu3995	38	15	17
otu3996	33	47	29
otu3997	40	12	18
otu3998	30	63	14
otu3999	3	20	43
otu4000	32	47	28
otu4001	50	21	33
otu4002	57	35	0
otu4003	17	4	15
otu4004	34	29	41
otu4005	37	8	38
otu4006	24	43	7
otu4007	14	17	9
otu4008	24	32	26
otu4009	32	23	44
otu4010	42	13	33
otu4011	30	43	25
otu4012	13	22	20
otu4013	56	27	9
otu4014	0	0	97
otu4015	10	18	11
otu4016	26	14	0
otu4017	67	13	2
otu4018	29	32	23
otu4019	31	43	19
otu4020	49	19	21
otu4021	45	42	7
otu4022	41	36	28
otu4023	26	10	12
otu4024	35	29	12
otu4025	56	15	43
otu4026	2	4	0
otu4027	26	69	26
otu4028	47	9	22
otu4029	47	34	50
otu4030	68	4	6
otu4031	26	9	49
otu4032	11	10	14
otu4033	68	27	6
otu4034	46	6	34
otu4035	54	7	5
otu4036	51	32	13
otu4037	24	40	42
otu4038	25	7	19
otu4039	42	36	12
otu4040	63	3	3
otu4041	15	15	19
otu4042	13	11	8
otu4043	39	7	46
otu4044	69	29	6
otu4045	11	20	17
otu4046	12	81	19
otu4047	31	63	28
otu4048	34	69	20
otu4049	39	60	20
otu4050	70	0	4
otu4051	37	27	31
otu4052	48	45	11
otu4053	25	57	23
otu4054	26	18	7
otu4055	0	0	97
otu4056	26	16	9
otu4057	28	4	13
otu4058	62	19	22
otu4059	16	4	9
otu4060	5	2	0
otu4061	28	14	17
otu4062	54	32	14
otu4063	55	29	14
otu4064	25	93	6
otu4065	37	25	10
otu4066	51	43	11
otu4067	43	38	0
otu4068	31	72	19
otu4069	24	36	31
otu4070	11	20	31
otu4071	7	9	9
otu4072	32	73	23
otu4073	21	50	46
otu4074	41	15	32
otu4075	33	20	10
otu4076	22	94	1
otu4077	45	12	39
otu4078	42	8	43
otu4079	25	64	15
otu4080	24	59	18
otu4081	16	8	13
otu4082	30	74	18
otu4083	40	12	17
otu4084	31	43	22
otu4085	30	75	15
otu4086	4	7	96
otu4087	31	68	24
otu4088	42	9	31
otu4089	47	30	20
otu4090	15	8	15
otu4091	50	12	23
otu4092	0	0	0
otu4093	7	2	0
otu4094	4	10	67
otu4095	20	99	17
otu4096	33	40	11
otu4097	47	37	16
otu4098	41	12	31
otu4099	30	67	20
otu4100	14	22	17
otu4101	3	6	2
otu4102	64	0	0
otu4103	22	52	14
otu4104	15	18	30
otu4105	13	5	7
otu4106	11	4	14
otu4107	9	33	9
otu4108	0	0	89
otu4109	15	19	21
otu4110	0	5	86
otu4111	3	96	1
otu4112	6	4	28
otu4113	32	29	40
otu4114	14	8	9
otu4115	9	100	10
otu4116	9	12	13
otu4117	29	27	3
otu4118	24	39	16
otu4119	19	48	24
otu4120	32	65	21
otu4121	50	5	75
otu4122	13	13	17
otu4123	11	4	8
otu4124	19	7	11
otu4125	55	0	4
otu4126	56	0	14
otu4127	30	86	3
otu4128	7	10	12
otu4129	7	0	15
otu4130	35	58	15
otu4131	26	37	24
otu4132	42	7	36
otu4133	34	19	9
otu4134	54	18	19
otu4135	4	5	2
otu4136	25	14	12
otu4137	54	25	8
otu4138	56	20	33
otu4139	45	14	33
otu4140	32	61	17
otu4141	22	68	20
otu4142	5	11	11
otu4143	22	16	6
otu4144	34	52	22
otu4145	26	10	6
otu4146	38	11	7
otu4147	45	41	7
otu4148	3	6	0
otu4149	29	7	23
otu4150	28	58	27
otu4151	16	16	9
otu4152	43	13	31
otu4153	11	18	15
otu4154	32	15	15
otu4155	29	64	22
otu4156	9	25	29
otu4157	54	0	4
otu4158	0	0	92
otu4159	16	14	19
otu4160	0	0	99
otu4161	38	13	11
otu4162	35	40	13
otu4163	33	3	7
otu4164	58	6	16
otu4165	6	5	0
otu4166	57	0	0
otu4167	56	2	67
otu4168	59	0	8
otu4169	5	2	0
otu4170	9	7	11
otu4171	13	4	11
otu4172	12	4	19
otu4173	16	13	27
otu4174	23	5	7
otu4175	25	67	19
otu4176	54	0	0
otu4177	26	30	41
otu4178	31	0	15
otu4179	3	7	144
otu4180	25	41	22
otu4182	37	67	24
otu4183	11	18	20
otu4184	30	57	21
otu4185	7	11	13
otu4186	10	30	5
otu4187	20	4	12
otu4188	31	12	8
otu4189	55	0	0
otu4190	0	0	87
otu4191	25	41	9
otu4192	13	18	0
otu4193	52	12	3
otu4194	0	0	0
otu4195	30	64	19
otu4196	5	18	21
otu4197	47	10	27
otu4198	16	19	55
otu4199	19	39	19
otu4200	23	26	15
otu4201	22	61	13
otu4202	21	17	17
otu4203	22	9	15
otu4204	38	13	5
otu4205	0	0	89
otu4206	16	14	20
otu4207	60	15	43
otu4208	53	7	1
otu4209	34	17	28
otu4210	25	25	21
otu4211	0	0	2
otu4212	31	26	27
otu4213	30	8	25
otu4214	34	35	27
otu4215	19	88	3
otu4216	29	29	37
otu4217	17	18	16
otu4218	58	15	2
otu4219	49	12	13
otu4220	43	16	22
otu4221	28	66	21
otu4222	27	66	23
otu4223	6	27	2
otu4224	28	29	40
otu4225	8	68	31
otu4226	32	26	40
otu4227	30	36	16
otu4228	9	90	4
otu4229	5	12	73
otu4230	12	82	23
otu4231	41	57	19
otu4232	14	6	46
otu4233	55	4	0
otu4234	12	70	32
otu4235	34	15	25
otu4236	40	16	15
otu4237	6	0	0
otu4238	43	9	32
otu4239	50	6	24
otu4240	11	3	10
otu4241	37	27	9
otu4242	28	25	23
otu4243	20	19	32
otu4244	21	63	16
otu4245	22	51	22
otu4246	40	35	0
otu4247	42	4	2
otu4248	33	3	41
otu4249	42	35	20
otu4250	25	50	7
otu4251	31	60	12
otu4252	17	14	19
otu4253	43	6	30
otu4254	23	8	12
otu4255	0	3	12
otu4256	68	0	0
otu4257	29	64	20
otu4258	21	22	11
otu4259	6	7	5
otu4260	40	19	21
otu4261	60	0	0
otu4262	9	5	2
otu4263	0	0	0
otu4264	0	142	0
otu4265	42	40	6
otu4266	4	4	22
otu4267	36	18	24
otu4268	39	15	38
otu4270	43	7	26
otu4271	16	3	6
otu4272	24	15	28
otu4273	53	0	8
otu4274	23	0	40
otu4275	21	23	10
otu4276	19	13	28
otu4277	27	14	40
otu4278	13	92	0
otu4279	13	16	9
otu4280	14	0	24
otu4281	27	60	19
otu4282	16	13	13
otu4283	13	20	19
otu4284	34	37	26
otu4285	33	53	15
otu4286	32	34	19
otu4287	55	12	23
otu4288	46	25	30
otu4289	3	5	0
otu4290	28	65	12
otu4291	31	61	18
otu4292	6	12	6
otu4293	28	48	27
otu4294	34	56	18
otu4295	26	58	16
otu4296	7	19	19
otu4297	17	2	7
otu4298	36	0	36
otu4299	0	0	90
otu4300	32	30	20
otu4301	53	28	0
otu4302	48	43	18
otu4303	13	4	10
otu4304	24	60	23
otu4305	28	14	26
otu4306	0	0	89
otu4307	22	62	15
otu4308	12	22	21
otu4309	10	26	16
otu4310	49	20	12
otu4311	9	14	11
otu4312	21	21	6
otu4313	47	15	11
otu4314	18	10	14
otu4315	44	21	9
otu4316	29	30	15
otu4317	25	29	8
otu4318	4	6	0
otu4319	54	0	0
otu4320	0	0	94
otu4321	37	29	25
otu4322	26	33	29
otu4323	28	28	18
otu4324	12	28	18
otu4325	45	6	58
otu4326	27	56	23
otu4327	5	0	0
otu4328	13	9	16
otu4329	4	15	12
otu4330	27	10	9
otu4331	20	16	41
otu4332	32	15	9
otu4333	42	0	5
otu4334	28	9	15
otu4335	30	27	16
otu4336	29	9	8
otu4337	31	64	10
otu4338	8	100	6
otu4339	31	22	9
otu4340	40	11	25
otu4341	12	11	32
otu4342	34	47	24
otu4343	15	21	28
otu4344	19	33	12
otu4345	32	36	13
otu4346	41	13	4
otu4347	36	8	27
otu4348	65	0	0
otu4349	21	62	19
otu4350	8	24	23
otu4351	26	28	11
otu4352	40	17	31
otu4353	33	19	5
otu4354	37	19	9
otu4355	14	16	7
otu4356	30	15	16
otu4357	0	6	0
otu4358	9	5	8
otu4359	35	14	19
otu4360	27	63	17
otu4361	0	0	81
otu4362	11	12	15
otu4363	36	32	14
otu4364	33	11	6
otu4365	26	24	33
otu4366	62	0	0
otu4367	10	25	18
otu4368	18	4	7
otu4369	35	19	35
otu4370	33	24	15
otu4371	35	16	17
otu4372	35	7	18
otu4373	23	8	21
otu4374	21	3	31
otu4375	29	8	24
otu4376	24	52	17
otu4377	56	0	0
otu4378	26	42	9
otu4379	16	12	15
otu4380	9	2	13
otu4381	35	30	13
otu4382	37	7	32
otu4383	18	26	21
otu4384	14	9	30
otu4385	29	43	22
otu4386	0	4	0
otu4387	3	7	0
otu4388	57	29	4
otu4389	17	75	11
otu4390	26	30	23
otu4391	12	73	11
otu4392	35	16	34
otu4393	1	4	2
otu4394	28	50	17
otu4395	10	16	11
otu4396	18	18	6
otu4397	11	11	20
otu4398	4	25	2
otu4399	20	14	39
otu4400	27	27	29
otu4401	32	34	26
otu4402	3	3	7
otu4403	37	31	13
otu4404	21	14	23
otu4405	20	16	0
otu4406	3	7	13
otu4407	21	4	42
otu4408	36	9	29
otu4409	39	16	12
otu4410	10	6	19
otu4411	12	18	29
otu4412	27	1	27
otu4413	20	7	39
otu4414	32	25	5
otu4415	11	16	22
otu4416	9	10	20
otu4417	23	18	19
otu4418	24	10	21
otu4419	49	2	0
otu4420	11	21	15
otu4421	33	32	5
otu4422	37	15	29
otu4423	27	10	20
otu4424	50	4	7
otu4425	9	6	32
otu4426	7	34	30
otu4427	133	0	0
otu4428	7	30	36
otu4429	18	40	10
otu4430	33	26	16
otu4431	8	32	7
otu4432	19	12	27
otu4433	34	32	23
otu4434	38	13	38
otu4435	9	15	27
otu4436	12	19	32
otu4437	29	23	16
otu4438	8	8	5
otu4439	22	20	11
otu4440	17	15	8
otu4442	17	10	7
otu4443	42	10	23
otu4444	37	28	21
otu4445	10	33	18
otu4446	30	32	4
otu4447	0	8	4
otu4448	18	78	8
otu4449	29	29	5
otu4450	21	9	21
otu4451	10	19	14
otu4452	0	2	3
otu4453	9	17	14
otu4455	28	19	14
otu4456	21	40	11
otu4457	8	24	23
otu4458	36	16	23
otu4459	23	9	44
otu4460	31	12	34
otu4461	21	19	7
otu4462	22	42	18
otu4463	9	8	9
otu4464	54	23	16
otu4465	35	11	22
otu4466	23	9	36
otu4467	45	23	22
otu4468	27	19	13
otu4469	40	0	4
otu4470	29	31	26
otu4471	0	15	10
otu4472	18	25	27
otu4473	32	12	24
otu4474	37	6	23
otu4475	40	0	3
otu4476	24	59	18
otu4477	16	11	0
otu4478	33	11	31
otu4479	9	2	5
otu4480	6	19	8
otu4481	25	33	9
otu4482	13	19	10
otu4483	11	68	25
otu4484	18	18	30
otu4485	47	16	16
otu4486	46	53	0
otu4487	27	14	29
otu4488	43	2	4
otu4489	11	24	10
otu4490	5	11	12
otu4491	11	30	18
otu4492	14	4	14
otu4493	4	12	16
otu4494	19	12	14
otu4495	22	11	44
otu4496	23	21	4
otu4497	26	8	27
otu4498	15	50	19
otu4499	14	43	17
otu4500	28	32	20
otu4501	47	0	7
otu4502	25	52	18
otu4503	17	14	10
otu4504	15	4	5
otu4505	3	14	13
otu4506	17	7	3
otu4507	3	6	8
otu4508	29	39	11
otu4509	15	48	21
otu4510	5	0	0
otu4511	62	0	0
otu4512	19	10	4
otu4513	0	3	6
otu4514	14	9	4
otu4515	18	23	35
otu4516	7	12	16
otu4517	6	2	21
otu4518	18	21	15
otu4519	18	68	10
otu4520	21	44	12
otu4521	8	0	6
otu4522	25	57	10
otu4523	44	0	0
otu4524	45	21	7
otu4525	4	7	9
otu4526	16	14	0
otu4527	25	29	24
otu4528	16	11	19
otu4529	21	20	10
otu4530	44	0	0
otu4531	56	0	9
otu4532	11	57	14
otu4533	44	0	6
otu4534	8	4	6
otu4535	0	7	2
otu4536	0	0	75
otu4537	23	11	21
otu4538	1	15	18
otu4539	37	7	23
otu4540	12	18	12
otu4541	10	4	4
otu4542	0	7	14
otu4543	22	19	24
otu4544	39	10	21
otu4545	21	32	29
otu4546	3	7	77
otu4547	11	17	8
otu4548	8	52	13
otu4550	0	5	36
otu4551	35	13	25
otu4552	13	13	0
otu4553	28	5	24
otu4554	44	0	12
otu4555	19	20	14
otu4556	19	15	5
otu4557	18	3	58
otu4558	2	6	3
otu4559	24	16	40
otu4560	15	21	15
otu4561	4	9	13
otu4562	21	18	18
otu4563	27	17	12
otu4564	18	27	15
otu4565	23	3	12
otu4566	27	38	4
otu4567	3	78	3
otu4568	24	7	31
otu4569	41	0	6
otu4570	16	9	8
otu4571	2	4	2
otu4572	9	4	5
otu4573	30	4	7
otu4574	32	0	27
otu4575	3	14	26
otu4576	18	11	43
otu4577	33	22	4
otu4578	5	8	12
otu4579	9	7	9
otu4580	15	6	19
otu4581	7	74	6
otu4582	9	0	47
otu4583	8	11	13
otu4584	22	50	16
otu4585	0	7	13
otu4586	36	0	10
otu4587	2	23	12
otu4588	5	35	4
otu4589	34	8	2
otu4590	17	13	12
otu4591	35	2	18
otu4592	28	16	18
otu4593	21	6	29
otu4594	8	21	15
otu4595	6	25	10
otu4596	20	24	7
otu4597	43	0	0
otu4598	10	15	29
otu4599	6	4	12
otu4600	7	21	17
otu4601	22	40	9
otu4602	24	21	23
otu4603	23	21	25
otu4604	25	28	20
otu4605	24	17	14
otu4606	8	12	10
otu4607	29	0	3
otu4608	28	6	21
otu4609	9	12	0
otu4610	35	4	22
otu4611	26	13	16
otu4612	25	15	13
otu4613	40	28	16
otu4614	43	5	6
otu4615	17	33	11
otu4616	41	12	14
otu4617	8	51	6
otu4618	6	8	19
otu4619	0	8	16
otu4620	18	8	6
otu4621	0	15	7
otu4622	16	5	23
otu4623	3	6	51
otu4624	14	28	30
otu4625	39	16	17
otu4626	6	25	14
otu4627	29	9	27
otu4628	23	7	23
otu4629	7	3	8
otu4630	9	2	7
otu4631	9	6	7
otu4632	22	7	37
otu4633	37	15	6
otu4634	23	19	11
otu4635	29	10	25
otu4636	2	3	2
otu4637	22	4	18
otu4638	29	9	23
otu4639	18	8	38
otu4640	10	6	7
otu4641	4	7	13
otu4642	9	24	30
otu4643	25	14	9
otu4644	17	14	11
otu4645	18	20	29
otu4646	29	25	17
otu4647	33	5	7
otu4648	20	28	11
otu4649	3	2	7
otu4650	23	12	25
otu4651	4	0	0
otu4652	0	0	4
otu4653	32	13	29
otu4654	10	4	11
otu4655	2	12	12
otu4656	2	8	10
otu4657	0	9	0
otu4658	36	2	0
otu4659	17	21	15
otu4660	11	78	8
otu4661	0	4	0
otu4662	42	0	0
otu4663	12	7	9
otu4664	10	6	16
otu4665	4	24	5
otu4666	11	4	5
otu4667	25	25	18
otu4668	28	12	23
otu4669	24	14	21
otu4670	14	20	6
otu4671	21	15	26
otu4672	16	4	12
otu4673	42	22	8
otu4674	40	6	14
otu4675	16	18	17
otu4676	0	12	6
otu4677	17	7	12
otu4678	39	0	0
otu4679	0	0	0
otu4680	15	12	0
otu4681	6	7	10
otu4682	5	15	0
otu4683	28	10	16
otu4684	59	3	0
otu4685	6	11	26
otu4686	13	12	7
otu4687	11	83	1
otu4688	9	33	6
otu4689	21	5	9
otu4690	24	28	15
otu4691	7	11	10
otu4692	30	6	19
otu4693	7	7	0
otu4694	11	6	6
otu4695	11	9	11
otu4696	3	8	11
otu4697	13	9	0
otu4698	16	10	0
otu4699	9	10	9
otu4700	18	7	12
otu4701	13	8	46
otu4702	26	0	30
otu4703	16	18	6
otu4704	29	34	12
otu4705	27	29	13
otu4706	11	73	8
otu4707	27	12	38
otu4708	29	8	20
otu4709	18	32	11
otu4710	45	0	4
otu4711	13	6	12
otu4712	6	6	7
otu4713	12	4	14
otu4714	11	6	9
otu4715	4	12	18
otu4716	20	16	8
otu4717	0	0	0
otu4718	42	8	3
otu4719	34	26	7
otu4720	28	15	4
otu4721	27	4	25
otu4722	8	14	9
otu4723	20	15	20
otu4724	8	6	4
otu4725	5	3	0
otu4726	32	11	23
otu4727	22	8	23
otu4728	17	18	4
otu4729	13	18	35
otu4730	15	14	0
otu4731	19	15	6
otu4732	35	27	10
otu4733	11	6	7
otu4734	6	5	7
otu4735	9	5	9
otu4736	12	43	13
otu4737	8	11	8
otu4738	12	65	4
otu4739	23	12	11
otu4740	7	29	21
otu4741	5	7	10
otu4742	0	6	0
otu4743	23	19	25
otu4744	3	88	0
otu4745	6	7	8
otu4746	14	3	0
otu4747	27	11	24
otu4748	3	8	7
otu4749	8	17	8
otu4750	8	9	14
otu4751	7	3	5
otu4752	4	9	13
otu4753	18	15	12
otu4754	5	8	8
otu4755	20	10	31
otu4756	24	4	23
otu4757	7	11	69
otu4758	0	29	25
otu4759	0	4	4
otu4760	24	7	21
otu4761	13	4	12
otu4762	14	49	12
otu4763	23	8	20
otu4764	29	30	12
otu4765	5	8	8
otu4766	5	7	6
otu4767	14	9	9
otu4768	30	4	22
otu4769	32	6	25
otu4770	34	8	15
otu4771	23	10	29
otu4772	32	4	12
otu4773	30	34	8
otu4774	34	0	6
otu4775	26	8	28
otu4776	11	6	7
otu4777	15	2	31
otu4778	10	0	0
otu4779	28	3	25
otu4780	4	0	21
otu4781	38	0	0
otu4782	15	17	13
otu4783	24	13	9
otu4784	28	34	7
otu4785	20	23	13
otu4786	11	5	9
otu4787	24	33	8
otu4788	27	8	26
otu4789	16	7	0
otu4790	36	0	0
otu4791	0	9	8
otu4792	0	0	0
otu4793	15	7	8
otu4794	38	2	5
otu4795	24	5	20
otu4796	0	3	57
otu4797	26	7	20
otu4798	0	8	10
otu4799	8	5	7
otu4800	11	17	11
otu4801	20	30	9
otu4802	26	7	21
otu4803	16	0	32
otu4804	21	13	22
otu4805	22	7	19
otu4806	20	10	23
otu4807	29	5	19
otu4808	38	7	16
otu4809	23	6	20
otu4810	7	15	24
otu4811	2	14	10
otu4812	24	20	15
otu4813	15	28	11
otu4814	17	3	10
otu4815	13	30	17
otu4816	21	15	22
otu4817	40	6	8
otu4818	6	18	15
otu4819	28	8	21
otu4820	27	14	24
otu4821	9	11	6
otu4822	9	3	6
otu4823	5	7	5
otu4824	8	1	2
otu4825	10	4	4
otu4826	6	8	9
otu4827	27	37	6
otu4828	29	5	4
otu4829	25	40	7
otu4830	28	0	16
otu4831	30	8	14
otu4832	21	14	5
otu4833	24	21	4
otu4834	3	45	0
otu4835	22	30	7
otu4836	25	11	7
otu4837	3	79	2
otu4838	0	3	0
otu4839	25	6	19
otu4840	30	11	3
otu4841	26	7	16
otu4842	2	8	5
otu4843	9	3	3
otu4844	28	5	0
otu4845	33	31	3
otu4846	7	9	7
otu4847	4	7	11
otu4848	26	20	5
otu4849	18	16	26
otu4850	10	18	3
otu4851	23	31	0
otu4852	24	25	5
otu4853	21	8	21
otu4854	5	3	0
otu4855	27	7	15
otu4856	31	6	23
otu4857	10	48	15
otu4858	20	39	12
otu4859	21	6	41
otu4860	23	15	14
otu4861	8	15	10
otu4862	19	6	14
otu4863	25	28	11
otu4864	7	9	7
otu4865	2	0	14
otu4866	39	25	0
otu4867	11	33	28
otu4868	5	7	3
otu4869	4	78	3
otu4870	15	34	1
otu4871	5	6	0
otu4872	22	6	19
otu4873	14	14	8
otu4874	9	72	1
otu4875	25	10	11
otu4876	14	7	6
otu4877	25	7	20
otu4878	4	3	13
otu4879	29	6	0
otu4880	13	6	11
otu4881	22	33	16
otu4882	32	5	5
otu4883	20	3	9
otu4884	39	10	5
otu4885	33	10	16
otu4886	8	0	6
otu4887	2	9	18
otu4888	25	10	20
otu4889	18	23	6
otu4890	4	15	10
otu4891	25	19	22
otu4892	29	10	16
otu4893	36	0	0
otu4894	2	14	12
otu4895	14	9	0
otu4896	33	3	10
otu4897	0	5	3
otu4898	5	16	11
otu4899	23	4	6
otu4900	26	5	13
otu4901	38	13	5
otu4902	27	7	22
otu4903	0	0	2
otu4904	12	3	8
otu4905	9	3	5
otu4906	14	16	7
otu4907	2	77	3
otu4908	16	15	3
otu4909	22	22	24
otu4910	23	22	16
otu4911	0	94	0
otu4912	25	21	14
otu4913	18	10	16
otu4914	0	2	2
otu4915	3	4	2
otu4916	23	7	20
otu4917	21	6	25
otu4918	15	17	7
otu4919	21	33	6
otu4920	6	6	4
otu4921	24	6	18
otu4922	3	5	0
otu4923	11	32	15
otu4924	9	7	7
otu4925	4	8	11
otu4926	12	7	8
otu4927	16	26	16
otu4928	28	7	15
otu4929	22	5	16
otu4930	29	16	22
otu4931	16	2	9
otu4932	2	6	4
otu4933	5	17	10
otu4934	24	7	23
otu4935	3	0	0
otu4936	2	5	0
otu4937	6	6	5
otu4938	23	4	33
otu4939	12	7	38
otu4940	15	10	3
otu4941	0	87	0
otu4942	5	3	5
otu4943	13	18	10
otu4944	27	16	7
otu4945	17	3	5
otu4946	0	11	0
otu4947	28	9	6
otu4948	0	16	21
otu4949	22	47	5
otu4950	29	12	12
otu4951	19	25	21
otu4952	22	23	10
otu4953	22	7	21
otu4954	0	3	0
otu4956	23	34	10
otu4957	28	5	19
otu4958	28	7	21
otu4959	25	8	20
otu4960	20	6	2
otu4961	5	6	7
otu4962	12	9	10
otu4963	14	22	14
otu4964	31	18	4
otu4965	17	17	10
otu4966	23	10	6
otu4967	27	30	15
otu4968	12	44	10
otu4969	18	24	13
otu4970	5	0	43
otu4971	0	3	2
otu4972	9	7	18
otu4973	3	3	0
otu4974	23	37	6
otu4975	24	6	21
otu4976	11	0	0
otu4977	12	18	9
otu4978	3	0	7
otu4979	6	5	4
otu4980	17	26	6
otu4981	23	0	42
otu4982	11	11	5
otu4983	1	4	0
otu4984	21	5	21
otu4985	28	12	17
otu4986	16	5	6
otu4987	24	8	22
otu4988	12	10	32
otu4989	13	0	15
otu4990	16	15	3
otu4991	4	68	6
otu4992	21	28	11
otu4993	18	2	28
otu4994	0	79	3
otu4995	2	5	8
otu4996	2	72	0
otu4997	22	12	10
otu4998	7	8	2
otu4999	29	12	20
otu5000	21	18	16
otu5001	0	7	31
otu5002	0	13	4
otu5003	14	0	11
otu5004	5	9	4
otu5005	16	11	25
otu5006	2	5	0
otu5007	25	5	19
otu5008	22	26	7
otu5009	10	10	6
otu5010	12	42	8
otu5011	6	0	10
otu5012	6	8	6
otu5013	12	4	8
otu5014	8	5	10
otu5016	11	0	5
otu5017	16	27	12
otu5018	2	13	11
otu5019	5	6	10
otu5020	5	4	5
otu5021	4	23	10
otu5022	11	19	7
otu5023	12	10	15
otu5024	22	6	19
otu5025	12	11	36
otu5026	30	3	4
otu5027	6	9	5
otu5028	14	5	13
otu5029	19	33	6
otu5030	4	9	10
otu5031	0	5	0
otu5032	14	9	11
otu5033	0	8	0
otu5034	8	0	3
otu5035	6	47	0
otu5036	22	3	23
otu5037	21	7	19
otu5038	2	0	35
otu5039	19	14	5
otu5040	13	4	4
otu5041	24	7	19
