	MPSG1	MPSG2	MPSG3
otu3801	5	11	7
otu3802	45	26	36
otu3803	5	62	3
otu3804	0	18	12
otu3805	20	21	13
otu3806	0	24	3
otu3807	13	4	9
otu3808	3	16	18
otu3809	10	30	9
otu3810	13	12	11
otu3811	0	34	6
otu3812	13	63	21
otu3813	45	16	33
otu3814	26	16	26
otu3815	4	19	0
otu3816	7	17	5
otu3817	3	9	26
otu3818	31	0	0
otu3819	4	60	6
otu3820	3	8	0
otu3821	3	10	10
otu3822	29	4	22
otu3823	0	17	0
otu3824	0	27	37
otu3825	0	6	23
otu3826	7	24	15
otu3827	3	4	5
otu3828	19	16	17
otu3829	29	26	33
otu3830	9	48	16
otu3831	39	16	35
otu3832	6	0	0
otu3833	22	21	0
otu3834	25	0	24
otu3835	0	6	0
otu3836	10	25	9
otu3837	9	6	17
otu3838	8	40	3
otu3839	5	4	7
otu3840	6	5	8
otu3841	4	15	0
otu3842	2	11	3
otu3843	13	61	24
otu3844	5	7	4
otu3845	46	30	2
otu3846	0	9	0
otu3847	2	34	0
otu3848	35	0	6
otu3849	23	21	19
otu3850	18	40	7
otu3851	19	8	9
otu3852	10	22	20
otu3853	12	42	22
otu3854	29	66	19
otu3855	26	28	34
otu3856	39	19	26
otu3857	4	3	7
otu3858	42	18	32
otu3859	41	23	25
otu3860	4	60	0
otu3861	10	5	10
otu3862	39	22	26
otu3863	18	9	18
otu3864	30	14	16
otu3865	6	19	18
otu3866	13	17	19
otu3867	35	30	27
otu3868	3	3	8
otu3869	32	0	20
otu3870	3	0	0
otu3871	6	33	16
otu3872	10	0	0
otu3873	12	14	34
otu3874	9	38	9
otu3875	42	19	29
otu3876	23	31	22
otu3877	39	18	33
otu3878	5	12	2
otu3879	0	4	0
otu3880	16	12	13
otu3881	5	2	4
otu3882	11	15	41
otu3883	2	12	5
otu3884	28	11	17
otu3885	6	69	17
otu3886	17	25	17
otu3887	6	4	0
otu3888	18	16	18
otu3889	0	9	4
otu3890	26	13	21
otu3891	40	23	33
otu3892	42	25	30
otu3893	18	11	27
otu3894	29	16	32
otu3895	6	2	5
otu3896	24	31	11
otu3897	4	11	19
otu3898	3	17	14
otu3899	2	20	15
otu3900	21	10	12
otu3901	10	25	17
otu3902	0	10	16
otu3903	0	0	0
otu3904	4	2	5
otu3905	5	4	3
otu3906	10	4	10
otu3907	34	3	10
otu3908	9	47	1
otu3909	34	23	27
otu3910	26	2	20
otu3911	6	3	3
otu3912	4	4	3
otu3913	33	0	9
otu3914	43	22	30
otu3915	38	14	46
otu3916	14	12	21
otu3917	40	16	26
otu3918	37	19	35
otu3919	44	18	29
otu3920	4	4	0
otu3921	6	4	0
otu3922	5	0	20
otu3923	0	27	14
otu3924	17	49	26
otu3925	13	15	25
otu3926	3	3	6
otu3927	35	18	42
otu3928	43	16	28
otu3929	34	22	13
otu3930	3	7	8
otu3931	24	21	9
otu3932	3	17	10
otu3933	0	21	14
otu3934	38	12	33
otu3935	5	0	0
otu3936	11	17	19
otu3937	39	18	34
otu3938	39	18	25
otu3939	15	25	25
otu3940	9	56	19
otu3941	27	12	17
otu3942	2	3	4
otu3943	6	22	12
otu3944	2	19	0
otu3945	0	8	7
otu3946	12	8	3
otu3947	26	0	24
otu3948	0	0	6
otu3949	0	0	31
otu3950	10	26	5
otu3951	3	16	10
otu3952	7	18	20
otu3953	15	17	21
otu3954	6	4	9
otu3955	12	41	10
otu3956	24	26	21
otu3957	40	21	26
otu3958	15	74	8
otu3959	19	14	3
otu3960	9	7	0
otu3961	7	4	11
otu3962	27	14	20
otu3963	11	15	14
otu3964	5	21	0
otu3965	15	27	15
otu3966	38	21	10
otu3967	10	35	8
otu3968	5	19	4
otu3969	4	4	0
otu3970	8	4	5
otu3971	24	0	5
otu3972	18	0	10
otu3973	8	8	13
otu3974	29	11	40
otu3975	42	19	28
otu3976	22	0	23
otu3977	3	12	3
otu3978	13	24	21
otu3979	6	16	10
otu3980	7	19	8
otu3981	9	11	14
otu3982	11	9	3
otu3983	38	13	31
otu3984	4	12	0
otu3985	21	42	22
otu3986	4	3	3
otu3987	7	15	21
otu3988	3	20	0
otu3989	0	14	9
otu3990	23	18	34
otu3991	38	18	31
otu3992	22	0	14
otu3993	39	20	26
otu3994	24	4	6
otu3995	12	12	18
otu3996	7	4	16
otu3997	15	20	16
otu3998	0	0	4
otu3999	0	45	7
otu4000	4	24	2
otu4001	2	19	6
otu4002	9	17	0
otu4003	40	17	23
otu4004	4	6	9
otu4005	31	2	29
otu4006	7	12	18
otu4007	11	14	27
otu4008	4	36	10
otu4009	7	7	11
otu4010	2	13	7
otu4011	11	7	6
otu4012	14	12	9
otu4013	27	0	9
otu4014	0	0	0
otu4015	23	32	18
otu4016	34	7	16
otu4017	7	7	4
otu4018	11	29	0
otu4019	0	26	8
otu4020	8	11	18
otu4021	3	13	13
otu4022	0	21	18
otu4023	3	33	21
otu4024	15	25	23
otu4025	14	11	6
otu4026	29	62	26
otu4027	4	0	0
otu4028	24	0	33
otu4029	2	0	0
otu4030	21	2	10
otu4031	0	32	12
otu4032	17	26	20
otu4033	0	5	0
otu4034	6	16	15
otu4035	20	3	17
otu4036	14	10	4
otu4037	0	9	2
otu4038	27	17	35
otu4039	4	11	6
otu4040	18	9	15
otu4041	32	29	34
otu4042	9	51	17
otu4043	4	13	3
otu4044	0	7	0
otu4045	3	69	0
otu4046	12	5	7
otu4047	5	2	6
otu4048	3	0	0
otu4049	4	4	7
otu4050	18	0	10
otu4051	10	6	8
otu4052	9	21	7
otu4053	4	4	12
otu4054	28	6	5
otu4055	0	2	0
otu4056	5	5	0
otu4057	20	17	23
otu4058	0	5	0
otu4059	12	54	18
otu4060	3	0	35
otu4061	26	17	25
otu4062	12	11	3
otu4063	5	18	11
otu4064	3	7	10
otu4065	17	9	18
otu4066	0	11	7
otu4067	1	7	31
otu4068	4	3	3
otu4069	11	27	7
otu4070	2	44	9
otu4071	4	76	6
otu4072	4	3	3
otu4073	4	8	6
otu4074	10	23	0
otu4075	27	15	13
otu4076	8	8	0
otu4077	19	13	7
otu4078	21	16	9
otu4079	12	3	8
otu4080	6	13	15
otu4081	34	18	27
otu4082	6	3	3
otu4083	22	7	24
otu4084	2	29	0
otu4085	8	0	3
otu4086	0	0	0
otu4087	7	4	4
otu4088	20	22	5
otu4089	11	5	10
otu4090	7	58	15
otu4091	5	19	3
otu4092	4	7	0
otu4093	0	0	36
otu4094	3	38	3
otu4095	4	9	0
otu4096	15	11	10
otu4097	3	13	5
otu4098	14	13	9
otu4099	6	0	3
otu4100	26	27	25
otu4101	31	35	23
otu4102	19	2	12
otu4103	16	20	9
otu4104	27	7	12
otu4105	15	51	15
otu4106	3	70	6
otu4107	23	22	15
otu4108	0	0	0
otu4109	22	20	25
otu4110	0	0	0
otu4111	27	22	4
otu4112	7	29	14
otu4113	13	10	17
otu4114	37	18	26
otu4115	4	3	4
otu4116	8	59	15
otu4117	28	0	8
otu4118	12	10	16
otu4119	14	19	0
otu4120	5	5	2
otu4121	0	0	0
otu4122	14	21	27
otu4123	5	65	11
otu4124	38	15	26
otu4125	25	2	12
otu4126	16	3	10
otu4127	4	18	0
otu4128	0	64	7
otu4129	8	50	35
otu4130	6	12	0
otu4131	4	34	6
otu4132	19	14	15
otu4133	18	7	25
otu4134	11	6	13
otu4135	0	0	30
otu4136	9	25	10
otu4137	31	15	9
otu4138	0	10	6
otu4139	18	15	12
otu4140	5	5	3
otu4141	4	0	5
otu4142	10	35	7
otu4143	16	31	19
otu4144	13	11	0
otu4145	0	48	7
otu4146	19	9	15
otu4147	4	2	10
otu4148	23	46	12
otu4149	28	33	11
otu4150	2	3	4
otu4151	20	31	14
otu4152	15	11	14
otu4153	19	28	7
otu4154	7	37	10
otu4155	0	5	6
otu4156	17	25	13
otu4157	21	0	13
otu4158	0	4	5
otu4159	14	12	32
otu4160	0	0	0
otu4161	15	15	19
otu4162	6	13	15
otu4163	5	23	11
otu4164	3	19	5
otu4165	25	57	15
otu4166	20	0	18
otu4167	4	0	0
otu4168	18	3	15
otu4169	3	0	32
otu4170	0	59	4
otu4171	3	68	10
otu4172	20	19	28
otu4173	4	31	8
otu4174	23	19	18
otu4175	5	2	3
otu4176	17	5	16
otu4177	8	20	3
otu4178	23	2	18
otu4179	6	0	0
otu4180	6	14	25
otu4182	0	0	4
otu4183	10	46	8
otu4184	4	4	5
otu4185	13	36	20
otu4186	24	22	15
otu4187	22	18	22
otu4188	13	18	7
otu4189	16	6	14
otu4190	0	0	0
otu4191	3	14	9
otu4192	15	40	13
otu4193	17	13	14
otu4194	2	157	0
otu4195	5	0	5
otu4196	0	44	4
otu4197	13	0	21
otu4198	2	23	4
otu4199	15	11	22
otu4200	2	20	11
otu4201	8	18	3
otu4202	10	25	15
otu4203	25	15	34
otu4204	18	45	11
otu4205	0	0	0
otu4206	7	16	7
otu4207	0	0	0
otu4208	20	2	9
otu4209	12	15	7
otu4210	26	13	9
otu4211	2	3	0
otu4212	18	10	15
otu4213	5	29	4
otu4214	5	17	2
otu4215	0	14	4
otu4216	2	7	6
otu4217	24	24	28
otu4218	14	19	2
otu4219	31	8	0
otu4220	9	8	13
otu4221	5	3	7
otu4222	0	5	4
otu4223	7	40	10
otu4224	0	9	5
otu4225	5	12	8
otu4226	4	7	4
otu4227	6	7	33
otu4228	0	7	0
otu4229	0	3	4
otu4230	0	7	0
otu4231	2	3	3
otu4232	5	25	12
otu4233	21	0	12
otu4234	11	0	4
otu4235	0	9	3
otu4236	8	16	6
otu4237	0	0	38
otu4238	6	18	22
otu4239	22	10	7
otu4240	23	20	31
otu4241	8	5	9
otu4242	16	13	22
otu4243	13	9	8
otu4244	6	0	5
otu4245	5	13	5
otu4246	0	9	33
otu4247	2	0	5
otu4248	12	12	19
otu4249	0	4	5
otu4250	3	11	3
otu4251	12	3	6
otu4252	4	11	8
otu4253	6	2	7
otu4254	21	16	34
otu4255	0	78	0
otu4256	35	0	5
otu4257	4	0	2
otu4258	4	5	13
otu4259	0	68	0
otu4260	6	22	0
otu4261	14	4	22
otu4262	28	36	16
otu4263	24	57	19
otu4264	0	0	0
otu4265	3	11	12
otu4266	9	26	20
otu4267	7	13	11
otu4268	9	3	0
otu4270	6	14	6
otu4271	2	55	9
otu4272	13	35	5
otu4273	16	4	11
otu4274	3	32	3
otu4275	10	44	6
otu4276	10	12	15
otu4277	9	3	6
otu4278	3	6	7
otu4279	15	36	10
otu4280	9	74	2
otu4281	0	0	0
otu4282	10	45	14
otu4283	21	18	11
otu4284	7	18	0
otu4285	0	4	8
otu4286	9	10	5
otu4287	0	10	7
otu4288	2	8	1
otu4289	26	44	17
otu4290	0	2	0
otu4291	2	4	5
otu4292	2	67	5
otu4293	5	4	8
otu4294	4	3	7
otu4295	3	3	0
otu4296	21	26	15
otu4297	23	17	21
otu4298	4	25	7
otu4299	0	0	0
otu4300	5	9	20
otu4301	26	14	4
otu4302	7	0	0
otu4303	0	56	6
otu4304	0	1	0
otu4305	23	12	12
otu4306	0	0	0
otu4307	0	3	8
otu4308	12	20	8
otu4309	31	6	15
otu4310	11	8	4
otu4311	0	58	5
otu4312	26	36	5
otu4313	2	13	15
otu4314	27	11	25
otu4315	24	17	0
otu4316	0	7	13
otu4317	4	11	13
otu4318	20	44	15
otu4319	20	0	12
otu4320	0	0	0
otu4321	9	14	0
otu4322	2	10	6
otu4323	12	15	0
otu4324	7	13	9
otu4325	0	0	2
otu4326	0	3	3
otu4327	0	0	34
otu4328	12	22	17
otu4329	23	29	24
otu4330	13	23	10
otu4331	12	8	0
otu4332	0	18	15
otu4333	21	0	14
otu4334	2	6	24
otu4335	3	3	13
otu4336	2	23	22
otu4337	5	0	3
otu4338	0	4	0
otu4339	7	14	14
otu4340	0	10	9
otu4341	14	23	3
otu4342	4	8	2
otu4343	7	7	14
otu4344	0	16	7
otu4345	5	15	5
otu4346	10	9	6
otu4347	14	9	12
otu4348	11	0	8
otu4349	3	4	3
otu4350	15	18	16
otu4351	8	13	13
otu4352	2	6	5
otu4353	11	11	8
otu4354	9	0	25
otu4355	3	29	30
otu4356	5	29	14
otu4357	19	53	19
otu4358	6	6	8
otu4359	20	21	9
otu4360	4	0	3
otu4361	0	0	0
otu4362	10	20	7
otu4363	5	6	11
otu4364	5	17	26
otu4365	3	11	7
otu4366	20	0	17
otu4367	28	4	14
otu4368	20	11	19
otu4369	0	26	4
otu4370	0	9	7
otu4371	8	5	4
otu4372	4	5	0
otu4373	17	23	12
otu4374	7	25	12
otu4375	22	15	6
otu4376	2	5	2
otu4377	18	2	13
otu4378	16	9	5
otu4379	8	12	8
otu4380	0	48	12
otu4381	4	5	4
otu4382	6	8	0
otu4383	9	16	5
otu4384	4	19	8
otu4385	3	13	3
otu4386	23	56	17
otu4387	19	58	10
otu4388	0	0	0
otu4389	8	8	0
otu4390	10	12	11
otu4391	15	8	0
otu4392	3	8	11
otu4393	21	49	12
otu4394	3	0	3
otu4395	15	20	13
otu4396	2	43	0
otu4397	9	28	12
otu4398	14	7	39
otu4399	10	20	7
otu4400	8	16	5
otu4401	0	7	4
otu4402	30	40	22
otu4403	12	1	3
otu4404	6	18	7
otu4405	34	5	5
otu4406	6	40	4
otu4407	4	28	4
otu4408	3	2	13
otu4409	4	12	14
otu4410	14	21	12
otu4411	5	10	6
otu4412	1	30	0
otu4413	0	37	0
otu4414	13	7	33
otu4415	22	18	21
otu4416	29	6	29
otu4417	20	10	10
otu4418	9	20	9
otu4419	14	0	22
otu4420	25	10	15
otu4421	5	12	14
otu4422	4	4	8
otu4423	17	16	11
otu4424	0	0	4
otu4425	15	6	28
otu4426	13	4	15
otu4427	0	0	0
otu4428	4	5	8
otu4429	5	15	7
otu4430	0	18	3
otu4431	15	21	13
otu4432	6	9	11
otu4433	0	19	0
otu4434	0	13	2
otu4435	0	34	5
otu4436	3	30	2
otu4437	6	0	11
otu4438	24	30	17
otu4439	12	11	10
otu4440	7	21	12
otu4442	10	23	8
otu4443	0	3	0
otu4444	4	10	9
otu4445	14	8	25
otu4446	7	12	18
otu4447	0	67	0
otu4448	4	3	2
otu4449	24	12	8
otu4450	13	6	10
otu4451	33	10	25
otu4452	18	51	18
otu4453	7	29	4
otu4455	4	21	9
otu4456	4	19	5
otu4457	17	7	13
otu4458	18	5	4
otu4459	7	15	6
otu4460	16	0	0
otu4461	0	13	0
otu4462	2	13	0
otu4463	11	25	13
otu4464	4	9	0
otu4465	5	23	18
otu4466	11	10	4
otu4467	6	5	6
otu4468	9	14	4
otu4469	22	3	0
otu4470	4	11	3
otu4471	9	26	14
otu4472	0	10	0
otu4473	12	9	9
otu4474	5	16	11
otu4475	14	6	22
otu4476	0	2	2
otu4477	29	0	6
otu4478	5	6	2
otu4479	0	63	0
otu4480	23	12	28
otu4481	0	7	11
otu4482	5	11	5
otu4483	0	3	0
otu4484	2	11	4
otu4485	7	3	20
otu4486	29	0	0
otu4487	4	17	3
otu4488	31	7	0
otu4489	15	23	14
otu4490	3	37	5
otu4491	16	13	8
otu4492	21	23	16
otu4493	0	30	0
otu4494	7	10	11
otu4495	0	26	5
otu4496	6	7	0
otu4497	4	15	13
otu4498	10	5	14
otu4499	12	11	5
otu4500	9	7	3
otu4501	11	0	12
otu4502	0	3	0
otu4503	10	11	7
otu4504	12	19	19
otu4505	4	31	4
otu4506	3	55	0
otu4507	0	62	0
otu4508	3	12	3
otu4509	4	20	0
otu4510	33	37	13
otu4511	13	0	6
otu4512	10	24	9
otu4513	0	69	0
otu4514	26	6	9
otu4515	5	4	8
otu4516	8	18	19
otu4517	7	11	19
otu4518	12	11	0
otu4519	3	5	11
otu4520	2	2	12
otu4521	3	10	15
otu4522	0	3	4
otu4523	19	0	13
otu4524	2	0	3
otu4525	0	45	4
otu4526	30	3	4
otu4527	2	4	5
otu4528	6	8	4
otu4529	11	12	12
otu4530	19	4	10
otu4531	19	2	0
otu4532	5	12	3
otu4533	23	2	11
otu4534	10	11	4
otu4535	24	43	15
otu4536	0	0	0
otu4537	4	10	10
otu4538	4	33	4
otu4539	15	9	7
otu4540	22	13	16
otu4541	3	50	5
otu4542	2	47	5
otu4543	3	18	4
otu4544	4	14	7
otu4545	6	0	7
otu4546	3	3	0
otu4547	20	27	14
otu4548	0	4	5
otu4550	3	31	3
otu4551	6	10	6
otu4552	28	3	5
otu4553	4	7	7
otu4554	28	7	0
otu4555	9	13	9
otu4556	20	22	23
otu4557	8	2	4
otu4558	12	45	12
otu4559	2	0	0
otu4560	2	2	7
otu4561	5	32	0
otu4562	4	7	12
otu4563	7	7	16
otu4564	0	12	0
otu4565	4	13	19
otu4566	7	13	0
otu4567	6	16	3
otu4568	12	17	7
otu4569	22	0	0
otu4570	9	10	19
otu4571	17	37	15
otu4572	3	56	4
otu4573	5	17	18
otu4574	0	4	0
otu4575	19	8	11
otu4576	0	28	3
otu4577	3	0	4
otu4578	10	19	18
otu4579	12	15	13
otu4580	7	10	8
otu4581	6	5	0
otu4582	0	4	8
otu4583	10	34	14
otu4584	0	0	0
otu4585	20	17	24
otu4586	26	5	3
otu4587	14	15	24
otu4588	9	26	5
otu4589	6	11	10
otu4590	5	8	9
otu4591	6	14	3
otu4592	12	12	3
otu4593	13	0	10
otu4594	22	8	14
otu4595	10	30	11
otu4596	7	23	11
otu4597	15	0	13
otu4598	0	17	0
otu4599	6	46	3
otu4600	17	15	7
otu4601	3	0	2
otu4602	3	4	0
otu4603	0	12	6
otu4604	1	9	5
otu4605	12	9	13
otu4606	3	39	3
otu4607	25	5	17
otu4608	18	7	6
otu4609	7	23	12
otu4610	13	13	0
otu4611	4	16	7
otu4612	10	11	8
otu4613	0	3	3
otu4614	21	0	0
otu4615	2	3	8
otu4616	10	2	5
otu4617	14	21	4
otu4618	0	28	0
otu4619	6	20	21
otu4620	14	6	19
otu4621	17	24	17
otu4622	5	6	6
otu4623	4	14	2
otu4624	0	2	4
otu4625	10	4	0
otu4626	14	8	14
otu4627	10	22	7
otu4628	13	16	7
otu4629	0	59	4
otu4630	17	19	15
otu4631	12	19	12
otu4632	7	2	7
otu4633	9	4	4
otu4634	7	24	6
otu4635	10	4	4
otu4636	8	29	52
otu4637	4	14	13
otu4638	0	0	0
otu4639	0	21	3
otu4640	23	22	14
otu4641	2	41	0
otu4642	8	0	30
otu4643	12	7	29
otu4644	3	20	7
otu4645	7	7	6
otu4646	0	9	8
otu4647	19	13	3
otu4648	9	9	14
otu4649	35	22	22
otu4650	10	6	8
otu4651	0	110	0
otu4652	0	67	0
otu4653	0	5	0
otu4654	0	46	0
otu4655	0	34	4
otu4656	5	33	8
otu4657	22	30	12
otu4658	13	4	10
otu4659	8	7	3
otu4660	0	4	0
otu4661	21	36	12
otu4662	14	0	10
otu4663	5	27	4
otu4664	7	6	9
otu4665	22	5	30
otu4666	15	15	12
otu4667	4	11	0
otu4668	10	11	16
otu4669	10	9	6
otu4670	6	5	11
otu4671	0	8	0
otu4672	8	45	7
otu4673	2	10	4
otu4674	0	0	0
otu4675	8	18	22
otu4676	0	57	0
otu4677	5	11	6
otu4678	15	0	9
otu4679	21	21	32
otu4680	25	0	5
otu4681	19	21	17
otu4682	3	52	0
otu4683	10	8	3
otu4684	0	0	0
otu4685	7	3	11
otu4686	19	7	24
otu4687	0	10	0
otu4688	24	5	17
otu4689	6	3	9
otu4690	4	10	8
otu4691	15	14	27
otu4692	20	10	7
otu4693	17	36	13
otu4694	7	17	24
otu4695	5	16	8
otu4696	4	29	4
otu4697	21	0	7
otu4698	24	0	5
otu4699	9	30	17
otu4700	6	10	8
otu4701	7	3	3
otu4702	0	18	0
otu4703	3	31	4
otu4704	6	11	8
otu4705	4	11	6
otu4706	0	0	2
otu4707	11	3	5
otu4708	8	10	5
otu4709	10	10	6
otu4710	29	0	0
otu4711	13	15	14
otu4712	5	27	6
otu4713	16	32	6
otu4714	0	39	8
otu4715	19	20	10
otu4716	13	7	6
otu4717	96	8	0
otu4718	2	0	6
otu4719	0	9	0
otu4720	7	12	6
otu4721	5	0	0
otu4722	22	9	23
otu4723	8	6	11
otu4724	7	33	9
otu4725	21	33	18
otu4726	14	9	6
otu4727	17	9	6
otu4728	5	21	6
otu4729	0	23	0
otu4730	20	0	7
otu4731	5	6	10
otu4732	9	0	6
otu4733	13	13	13
otu4734	0	45	2
otu4735	9	18	14
otu4736	8	0	12
otu4737	23	9	26
otu4738	4	8	0
otu4739	13	10	10
otu4740	5	6	5
otu4741	14	24	15
otu4742	0	0	0
otu4743	4	3	7
otu4744	0	2	0
otu4745	13	19	15
otu4746	19	12	8
otu4747	10	13	3
otu4748	0	36	2
otu4749	7	20	19
otu4750	14	23	18
otu4751	3	47	4
otu4752	3	29	0
otu4753	10	9	8
otu4754	20	10	34
otu4755	2	6	29
otu4756	7	10	7
otu4757	0	0	0
otu4758	0	21	9
otu4759	15	39	15
otu4760	14	10	6
otu4761	4	0	4
otu4762	0	4	0
otu4763	13	9	7
otu4764	0	3	5
otu4765	21	16	35
otu4766	4	36	3
otu4767	8	21	7
otu4768	0	0	0
otu4769	6	5	4
otu4770	8	7	7
otu4771	4	5	0
otu4772	13	6	6
otu4773	0	16	12
otu4774	24	0	3
otu4775	9	6	4
otu4776	19	21	8
otu4777	2	22	3
otu4778	10	22	16
otu4779	0	0	0
otu4780	11	12	11
otu4781	16	0	8
otu4782	2	22	9
otu4783	6	13	0
otu4784	0	4	0
otu4785	3	6	10
otu4786	6	12	12
otu4787	3	2	3
otu4788	0	9	5
otu4789	12	33	10
otu4790	16	0	8
otu4791	16	23	15
otu4792	12	38	4
otu4793	14	10	17
otu4794	17	0	18
otu4795	11	7	5
otu4796	0	0	6
otu4797	10	7	5
otu4798	14	23	11
otu4799	20	9	29
otu4800	6	7	18
otu4801	4	5	9
otu4802	17	11	6
otu4803	0	22	0
otu4804	13	6	5
otu4805	10	7	5
otu4806	9	8	4
otu4807	12	7	6
otu4808	6	0	4
otu4809	6	4	5
otu4810	0	15	4
otu4811	15	21	15
otu4812	5	9	3
otu4813	0	12	4
otu4814	10	9	21
otu4815	0	18	0
otu4816	0	0	3
otu4817	7	8	9
otu4818	20	10	6
otu4819	9	10	4
otu4820	3	5	4
otu4821	27	0	33
otu4822	7	10	18
otu4823	13	13	15
otu4824	0	0	0
otu4825	9	19	15
otu4826	6	28	0
otu4827	0	13	0
otu4828	15	0	9
otu4829	0	0	3
otu4830	2	0	0
otu4831	0	2	3
otu4832	7	18	22
otu4833	5	2	2
otu4834	2	43	0
otu4835	6	15	2
otu4836	5	2	0
otu4837	0	4	10
otu4838	20	35	9
otu4839	16	6	7
otu4840	8	14	12
otu4841	18	6	6
otu4842	22	22	16
otu4843	4	11	2
otu4844	2	12	8
otu4845	4	4	4
otu4846	1	28	3
otu4847	3	35	3
otu4848	0	0	14
otu4849	4	6	0
otu4850	12	13	10
otu4851	5	13	3
otu4852	3	12	4
otu4853	10	11	6
otu4854	9	28	19
otu4855	15	10	10
otu4856	6	4	3
otu4857	0	5	3
otu4858	5	2	0
otu4859	6	4	2
otu4860	3	9	7
otu4861	18	9	27
otu4862	18	6	21
otu4863	4	0	0
otu4864	25	12	20
otu4865	18	28	13
otu4866	2	0	19
otu4867	2	0	0
otu4868	0	17	6
otu4869	3	0	3
otu4870	2	17	15
otu4871	16	41	14
otu4872	15	8	6
otu4873	0	0	0
otu4874	4	4	0
otu4875	2	5	12
otu4876	13	28	6
otu4877	10	8	6
otu4878	0	14	24
otu4879	11	7	6
otu4880	9	9	22
otu4881	0	0	0
otu4882	20	0	12
otu4883	12	13	15
otu4884	3	8	8
otu4885	12	8	0
otu4886	18	21	9
otu4887	7	9	21
otu4888	16	7	5
otu4889	5	0	0
otu4890	15	20	15
otu4891	0	9	0
otu4892	4	8	4
otu4893	12	0	8
otu4894	15	11	18
otu4895	22	0	5
otu4896	17	0	0
otu4897	15	32	8
otu4898	10	16	8
otu4899	21	3	13
otu4900	5	11	10
otu4901	0	6	14
otu4902	9	7	4
otu4903	0	46	17
otu4904	8	17	6
otu4905	13	23	7
otu4906	5	16	11
otu4907	4	0	0
otu4908	4	14	10
otu4909	0	5	5
otu4910	0	10	0
otu4911	0	0	0
otu4912	6	9	3
otu4913	9	9	5
otu4914	0	0	29
otu4915	10	26	14
otu4916	12	10	6
otu4917	10	9	3
otu4918	14	11	3
otu4919	5	0	3
otu4920	10	15	15
otu4921	13	8	5
otu4922	13	39	6
otu4923	15	0	4
otu4924	13	17	10
otu4925	5	14	14
otu4926	2	13	9
otu4927	4	16	0
otu4928	6	6	3
otu4929	2	7	8
otu4930	0	6	4
otu4931	7	17	13
otu4932	6	16	6
otu4933	3	32	15
otu4934	13	9	3
otu4935	14	20	9
otu4936	9	30	10
otu4937	9	15	15
otu4938	9	7	4
otu4939	3	2	4
otu4940	12	13	10
otu4941	0	3	3
otu4942	14	29	14
otu4943	14	12	5
otu4944	3	8	5
otu4945	8	16	8
otu4946	0	39	4
otu4947	5	11	6
otu4948	8	0	14
otu4949	5	8	0
otu4950	2	3	9
otu4951	0	6	0
otu4952	10	3	0
otu4953	10	8	5
otu4954	14	47	5
otu4956	0	2	4
otu4957	11	6	5
otu4958	10	6	5
otu4959	9	7	5
otu4960	16	10	9
otu4961	9	19	11
otu4962	6	12	6
otu4963	0	13	9
otu4964	3	5	5
otu4965	6	12	7
otu4966	6	10	7
otu4967	0	0	3
otu4968	4	0	9
otu4969	0	4	4
otu4970	4	7	12
otu4971	15	34	7
otu4972	0	1	47
otu4973	15	31	13
otu4974	0	0	3
otu4975	11	9	7
otu4976	4	12	0
otu4977	9	11	6
otu4978	16	19	9
otu4979	11	13	13
otu4980	0	13	7
otu4981	0	0	28
otu4982	8	19	0
otu4983	14	30	12
otu4984	11	8	6
otu4985	13	4	5
otu4986	4	21	15
otu4987	10	7	5
otu4988	5	7	4
otu4989	30	0	2
otu4990	6	9	14
otu4991	0	0	6
otu4992	0	0	3
otu4993	0	13	0
otu4994	0	4	0
otu4995	0	44	0
otu4996	0	7	0
otu4997	4	3	8
otu4998	12	32	9
otu4999	0	4	0
otu5000	0	4	3
otu5001	6	6	5
otu5002	0	18	0
otu5003	0	4	13
otu5004	0	71	0
otu5005	7	10	5
otu5006	14	25	6
otu5007	12	5	6
otu5008	4	6	3
otu5009	4	25	5
otu5010	0	0	0
otu5011	9	18	12
otu5012	20	7	24
otu5013	8	12	8
otu5014	6	18	6
otu5016	22	15	8
otu5017	0	16	0
otu5018	0	22	4
otu5019	0	23	4
otu5020	8	19	12
otu5021	5	14	11
otu5022	8	8	3
otu5023	4	7	0
otu5024	8	11	5
otu5025	0	6	3
otu5026	14	8	0
otu5027	9	19	15
otu5028	4	7	4
otu5029	0	6	5
otu5030	18	2	11
otu5031	23	32	6
otu5032	14	3	7
otu5033	16	20	17
otu5034	8	14	14
otu5035	0	13	4
otu5036	19	10	5
otu5037	9	7	6
otu5038	0	10	0
otu5039	0	6	6
otu5040	7	14	8
otu5041	9	6	4
otu5042	4	18	4
otu5043	10	10	8
otu5044	9	10	3
otu5045	8	6	0
otu5046	0	3	3
otu5047	0	20	0
otu5048	8	11	3
otu5049	0	5	0
otu5050	0	12	0
otu5051	0	0	3
otu5052	5	14	12
otu5053	9	22	8
otu5054	15	27	8
otu5055	11	38	10
otu5056	18	31	9
otu5057	10	12	5
otu5058	7	6	3
otu5059	11	14	18
otu5060	6	12	14
otu5061	11	23	12
otu5062	13	10	10
otu5063	3	0	0
otu5064	8	15	18
otu5065	6	24	0
otu5066	0	11	5
otu5067	4	13	0
otu5068	6	12	13
otu5069	7	3	3
otu5070	3	10	20
otu5071	13	9	10
otu5072	0	13	0
otu5073	0	6	2
otu5074	4	10	4
otu5075	6	8	2
otu5076	13	27	8
otu5077	9	8	5
otu5078	10	8	5
